text,target,char_len,word_count
Is ke ilawa inho ne chand TV series mein bhi apni acting ke johar dikhae hain,Neutral,62,16
"Rocky ki kamiyabi ke bad inhe kae masnoaat ke advertisement mein kaam karne ki peshkash hui, jin mein inho ne kaam bhi kiya",Neutral,101,23
"1974 mein jab in ki umer 28 baras thi to inho ne Sasha Zaik se shadi kar li, in dono ke 2 bete hain",Neutral,76,24
"Is ke 10 baras bad Sylvester Stallone ne American model Jennifer Fallon se shadi kar li, jo tahaal barqarar hai",Neutral,92,20
Wo 68 baras ki umer hone ke bawajood aaj bhi kamiyab action hero samjhe jate hain,Neutral,66,16
Is baras in ki 2 films The Expendables 3 aur Reach Me release hui hain,Neutral,56,15
Inayat Hussain Bhatti Pakistan ke phele Super Star play back golokar the,Neutral,61,12
Un ka career panch (5) ashron par muheet tha jis ke doran unhon ne theater ke liye bhi apni awaz ka jadu jagaya,Neutral,89,23
Miyan Mohammad Bakhash Lahore ke mashor tajir the aur Inayat Hussain Bhatti ke qarebi dost bhi the,Neutral,82,17
"Comedy films ke shauqeen afraad mein se shayad he koi aisa ho ga, jis ne shehra e aafaaq comedian Jerry Lewis ka naam na suna ho",Neutral,103,26
"Actor, singer, producer, screen writer aur director Jerry Lewis 16th March 1926 ko America ke City New York mein paida hue",Neutral,102,21
"In ke walid stage programs ki hosting kiya karte the,jab ke waldah radio station mein piano bajaya karti thin",Neutral,91,19
"Wo pehle pehal stage programs mein Joe Lewis ke naam se perform karte the, lekin bad mein inho ne apna professional naam Jerry Lewis rakh liya",Neutral,117,26
"Jerry Lewis ne apne career ka baqaida aaghaz singer, actor Den Martin ke sath kiya",Neutral,68,15
"In ki khas baat yeh thi ke wo pehle se tayyar kiye hue khakey pesh nahi karte the,bal ke stage par aik dosre ke sath hasb mauqa mazaq kiya karte the, usi dauran inho ne radio program bhi shuru kar diye",Neutral,161,41
Martin aur Lewis ne Television par pehli live performance 20 June 1948 ko Toast of the Town mein di,Neutral,81,19
Usi baras TV par in ki pehli series Welcome Aboard nashar ki gai,Neutral,52,13
1950 mein in ki jorhi ne pehli baar aik TV show ki hosting ke faraiz anjaam diye,Neutral,64,17
Lewis aur Martin ki jorhi ne 1949 mein My Friend Irma ke zariye silver screen ka rukh kiya,Neutral,73,18
1956 tak inho ne paramount pictures ki 14 films mein kaam kiya,Neutral,51,12
Jis ke bad dono fankaron ne apne apne anfaradi career ka aaghaz kar diya,Neutral,59,14
In dono ko aakhri baar 1989 mein Den Martin ki 72 Birthday ke mauqa par aik sath dekha gaya,Neutral,73,19
Den ki maut ke bad Jerry Lewis ne un ki yaad mein 1995 mein Den and Me ke naam se aik kitaab bhi likhi thi,Neutral,82,25
Den Martin ke sath kaam karne ke dauran Jerry Lewis ne singing ki taraf bhi tawajja di aur 1950 mein in ka gaya hua song Rock A Bye Your baby bohat famous hua,Neutral,126,33
Bataur comedian hero Jerry Lewis ki pehli film Delicate Delinquent thi,Neutral,60,11
Paramount pictures ke sath lagataar 3 films karne ke bad jerry ka is producer idarey se 1960 mein baqaida muaaheda ho gaya,Neutral,101,22
Usi baras Jerry Lewis ne apni zaati production Cinderella ki tayyari bhi shuru kar di,Neutral,71,15
Jis ki release ke liye usi baras Christmas ka din muntakhib kiya gaya tha,Neutral,60,14
"Tahum paramount ne bhi film The Bell Boy banane ki peshkash ki, jise jerry ne qabool kar liya aur is film ki production, direction aur story writer ka kaam anjaam diya aur apni zaati production ke sath sath yeh film bhi mukammal kar li",Neutral,192,44
Is ke bad Jerry Lewis ne kae dosri films ki direction di aur in ki stories bhi likhin,Neutral,68,18
Jin mein sab se ziyada kamiyab The Nutty Professor aur Who’s Minding the Store ko hasil hui,Neutral,75,17
1963 mein Jerry Lewis ne films ke sath dobara TV shows bhi karne ka faisla kiya aur yun 1963 mein ABC channel se 2 ghante dauraniye ke The Jerry Lewis show ka aaghaz hua,Neutral,136,34
"In ke students mein Steven Spielberg ki pehli mukhtasir dauraniye ki film Amblin dekhi to kaha,is ko kehte hain filmsazi",Neutral,101,20
Jerry Lewis TV aur films ke ilawa waqtan fawaqtan stage par bhi singing aur acting ke johar dikhate rahe,Neutral,86,19
"1981 mein inho ne Hardly Working ke zariye dobara filmy duniya ka rukh kiya, jis ke bad 2013 tak 15 mazeed films mein kaam kiya",Neutral,103,25
"Pehli 1944 mein singer Patty Palmer se aur dosri 1983 mein 32 sala dancer Sandy Pat nick ke sath ki, jab wo 65 baras ke the",Neutral,98,26
Wo 1950 se 2011 tak Muscular Dystrophy Association MDA ke chairman ke taur par faraiz anjaam dete rahe,Neutral,85,18
Inho ne 1952 mein usi idarey ke liye attiyat jama karne ki khatir Telethon ka aaghaz kiya tha,Neutral,76,18
Wo 1966 se 2010 tak baqaidgi ke sath har saal Jerry Lewis MDA telethon ki hosting ke faraiz anjaam dete rahe,Neutral,88,21
Pakistan ke mashor mosiqar aur lazawal dhunon ke khaliq 1 December 1924 mein Mumbai ke zila Khandis ke sadder muqam Jal gaoon mein paida howae,Neutral,118,25
Bachpan mein Nsar Bazmi mashor Bharti mosikar Amman Aki Khan se mutasir the,Neutral,63,13
1944 mein unhon ne Mumbai radio station se nashar hone wale drame “Nadir Shah Durrani” ki mosiqi tartib di,Neutral,88,19
Nisar Bazmi ki shurat agle do saal mein All India Radio ke studios se nikal kar Mumbai ke film studios mein pohanchi aur director A R Zamindar ne unhen apni pheli film “Jamna Paar” ke gane compose karne ki peshkash ki,Neutral,177,41
Ye film 1946 mein release hoi aur phir agle 12 baras ke doran Nisar Bazmi ne 40 filmon ki mosiqi di,Neutral,79,21
"Aap ne Lita, Asha, Mana De aur Mohammad Rafi jese fankaron se gane gawaye",Neutral,60,14
Mumbai mein behpanah peshawarana masrofiyat ke bawajod Bazmi sahib muawze ke etebar se mosiqaron ki C category mein shamil the,Neutral,107,20
Filmi mosiqi mein ye zamana the Khursheed Anwar aur Rashed Attre ka,Neutral,56,12
"Usi zamane mein Baba Chishti, Feroz Nizami, Robin Ghosh, Master Abdullah, Suhail Rana aur Hassan Latif bhi apne fan ke johar dekha rahe the",Neutral,116,24
"Zitadah commercial sathah par ye Manzor Ashraf, Debo, Nashad, A Hameed, Saleem Iqbal, Tassaduq, Lal Mohammad Iqbal, Rehman Warma, Bakhshi Wazir",Neutral,123,21
Is film ke leye Bazmi sahib ne Noor Jahan ki awaz mein “Aaye aaye piyar ke din aaye” 19 take mein record kiya,Neutral,87,23
Ye Pakistan mein record hone wali Nisar Bazmi ki pheli composition thi,Neutral,59,12
Isi shurat ki bunyad par Bazmi sahib ko film “head constable” mili jo “esa bhi hota hai” se sal bhar phele release ho gai,Neutral,98,24
Is film ke bad Pakistani film industry ke darwaze Nisar Bazmi par khol gaye,Neutral,62,14
"Phir “hatim tai”, “adil” aur 1967 mein jab “lakhon mein aik” release hoi to Nisar Bazmi ka tota bolne laga",Neutral,87,20
Agle baras hidayatkar Fareed Ahmed ki film “andalib” release hoi “khuch log roth kar bhi lagte hain kitne piyare,Neutral,94,19
”Ab Pakistan ki filmi duniya mein mosiqi se taluq rakhne wale har shakhas par ye haqiqat ayan ho gai Mumbai ka ye mosikar mehaz tafrehan yahan nahi aaya balke aik waze maqsad ke sath yahan mustaqil qayam ka iradah rakhta hai,Neutral,184,41
Aik interview ke doran Malka e Taranum ne eteraf kiya ke wo yaqinan esa karti hain lekin sirf naam nehad mosikaron ke sath,Neutral,100,23
1972 mein Raza Meer ki film “naag mani” ka gana “sajna re” Bazmi sahib ne is ki dhun S D Burman ki composition “rangila re” se mutasir ho kar tarteb di,Neutral,121,31
Raza Meer ne kaha ke Madam Noor Jahan ko is composition mein gawa kar dekhein,Neutral,63,15
Bazmi sahib ne kaha ke jitni high pitch unhein chahiye wahan shayad Madam na pohanch sakhein,Neutral,77,16
” Is par Bazmi sahib ne Noor Jahan se “Sajna re” ki tan lagwai aur phir ye geet unhi ki awaz mein record karwaya,Neutral,89,24
Isi tarah “umrao jan” ka ye gana “jo bacha tha wo lutane ke leye aaye hain” Bazmi sahib Rona Laila se aur film producer Hassan Tariq Noor Jahan se gawana chahate the,Neutral,134,32
"Lekin is se phele wo Alamgeer (hum chale to humare sang sang nazare chale), Tahira Syed (ye mehfil jo aaj saji hai) ko filmi duniya se mutarif karw gaye",Neutral,124,29
"Asad Amanat Ali Khan se “mora jiya na lage”, Mehdi Hassan se gana “ranjish hi sahi dil hi dukhane ke leye aa” aur “ye watan tumhara hai tum ho pasban is ke”, Mehnaz se “mera piyar tere jewan ke sang rahe ga” aur Naheed Akhtar se “Allah hi Allah kiya karo” gawa gaye",Neutral,213,53
1968 mein film “Saiqa” ki mosiqi par aur 1970 mein film “Anjuman” ke music par Nisar Bazmi ne “Nigar Award” hasil kiya 1972 mein “Meri zindagi hai Nagma” 1979 mein “Khak aur khoon” aur 1986 mein film “Hum aik hain” ki mosiqi par bhi unhein isi award se nawaza gaya,Neutral,215,50
Karachi mien akhiri 20 baras unhon ne apne kuch shagird paida kiye lekin ziyadah tar waqat gosha nashini mein apni ullad ke sath ghuzara,Neutral,113,24
Salman Khan ka janam 27 December 1965 ko Bharat ke shehar Indore mein mazi ke adakar aur screen writer Saleem Khan ke ghar mein howa,Neutral,108,25
Saleem Khan ke bachon mein Salman ka phela number hai jab ke in ke chote bhai Arbaz aur Sohail Khan bhi filmi sanat se hi wabasta hain,Neutral,108,27
Salman Khan ne Gawaliyar aur Mumbai mein apni taleem mukamal ki,Neutral,53,11
Isi leye Salman ki pheli film 1989 mein release hone wali “main ne piyar kiya” kehlai,Neutral,70,16
"Is ke bad Salman ki lagatar teen filmon “pathar ke phool” “sanam bewafa” aur “qurban” ko juzwi kamyabi hasil hoi, isi baras Salman Khan ne Madhori aur Sanjay Dat ke sath “sajan” mein kaam kiya",Neutral,158,35
"1992 se 1993 ke doran Salman ki 6 filmein nakaam hoein, kuch logon ka khayal tha ke shayad un ka career zawal pazer ho gaya hai lekin esa nahi tha",Neutral,117,30
Agle 4 baras tak Salman Khan ne “piyar kiya to darna kia” aur “jurwan” samet taqreban 10 filmon mein kaam kiya,Neutral,90,21
"Salman Khan ne apne filmi career ke doran filmon mein adakari ke sath sath kai TV shows ki mazbani ke faraiz bhi anjam deye, jin mein “das ka dum” aur “big boss” qabil e zikar hain",Neutral,145,36
Unhon ne “dabang” samet kuch filmon mein golokari ke shube mein bhi taba azmai ki,Neutral,67,15
"1997 ki film “dil to pagal hai” ke leye malbosat design kiye, “pathar ke phool” aur “veer” ki kahani likhi, “wanted” aur “chilar party” jesi jesi bamaqsad filmein produce kiein",Neutral,147,30
Is ke elawa bator model wo kai mashrobat aur degar masnoat ki tashhiri muhim ka bhi hissa rahe,Neutral,77,18
Salman Khan ka shumar bollywood ke insane dost fankaron mein hota hai,Neutral,58,12
2011 mein hi unhon ne “Salman Khan Being Human Productions” ke naam se apna production house qaim kiya,Neutral,85,18
Is silsile mein pheli film “chilar party” ne teen national awards hasil kiye,Neutral,64,13
Koi nahi janta tha ke 15 April 1990 ko Paris mein British lawyers ke ghar mein paida hone wali actress apne career ke mukhtasir se arsey he mein itni shohrat hasil kar lengi,Neutral,141,33
Harry Potter ki kamiyabi ke bad Emma Watson ne 2 aur role kamiyabi se adaa kiye,Neutral,64,16
Pehla karishmati khuwahishat se bharpor film The Pricks of Being Wolf Ware mein Sam ka aur dosra The Baling Ring mein Nicky ka,Neutral,104,23
Acting ki taraf is ke rujhaan ka izhaar 6 baras ki umer se he hone laga tha,Neutral,59,17
"Isi liye is ne maqami school mein acting, singing aur dance ki tarbiyat hasil karna shuru kar di thi",Neutral,82,19
10 baras ki umer tak wo kae maqami theaters mein kaam kar chuki thin,Neutral,55,14
Tahum peshawarana karkardegi dikhane ka mauqa inhe Harrry Potter ke liye audition mein mila,Neutral,78,14
"Agarcha Harry Potter ke liye in ke 8 auditions hue, lekin kahani ki musannifa JK Rolling ne pehle he test mein Emma Watson ke haq mein faisla de diya tha",Neutral,124,30
Jis ke bad wo February 2010 tak Hollywood ki sab se ziyada muaawza lene wali actress ban gai,Neutral,75,18
Harry Potter silsile ke dauran Emma Watson ne film Belly Shoes mein bhi acting ke johar dikhae aur aik animated film mein awaaz ka jado jagaya,Neutral,117,26
"Tahum jou jou is ki umer barh rahi hai, wo Harry Potter ki child actress ka image badalne ki koshish kar rahi hai",Neutral,91,23
March 2007 mein Rugby ke player Tom Doker ke sath is ke talluqat ki khabrein aam hona shuru hui thin,Neutral,81,20
Mehboob ko barhe muhazzib andaaz mein  bad duaaeyn dene wale is munfarid geet ko Saifuddin Saif ne likha tha aur yeh geet Santosh Kumar  par filmaya gaya tha,Neutral,128,30
Lekin release ke aitebar se Punjabi film Noora’n Munir Hussain ki pehli film banti hai,Neutral,72,15
Film Noora’n Naghmaat ke lihaz se aik bohat barhi aur yaadgar film thi,Neutral,58,13
Jis mein actress aur female singer Malka Tarannum Noor Jaha’n thin,Neutral,56,11
Munir Hussain ko is film mein 5 geet gane ko mile the jo in ke filmy career ka wahid mauqa tha,Neutral,74,21
In mein do char gane the jo sab he malka Tarannum Noor Jaha’n ke sath the,Neutral,58,16
Munir Hussain ne apne 4 ashron par mushtamil taweel filmy career mein 163 films ke liye 217 geet gaey the,Neutral,86,20
"Munir Hussain ke Solo Songs ki tadad 70 hai, jab ke in ke 2 songs ki tadad 161 hai, jo 74% banti hai",Neutral,78,23
Gher release shuda films aur gher filmy songs ki tadad in ke ilawa hai,Neutral,57,14
kyun ke wo chahe kisi bhi brand ke malbosat zebtan kar len SRK brand se ziyadah maqboliyat koi bhi hasil nahi kar sakta,Neutral,97,23
Wo apne fashion sense ke bare mein kia kehte hain? Aaye jante hain,Neutral,54,13
"Question: Aap ka fashion statement kia hai?Shahrukh Khan: Safed T shirt, blue jeans aur snickers",Neutral,82,15
"Beharhal mera mizaj kuch esa hai ke chust kapre mujhe pasand nahi, kapron ke mamle mein meri soch bikul riwayati hai",Neutral,96,21
"Question: Aap ka pasandidah fashion icon?Shahrukh Khan: Rock Spring Field aur Brose Springsteen, kyun ke wo donon hi safeed T shirt aur blue jeans pehante hain",Neutral,134,26
"Question: Aik celebrity star ke leye fashion trend follow karna kitna zarori hai?Shahrukh Khan: Main bas fashion trend samajhne ki koshish karta hun, mera stylist Den aur Naresh jo pichle kai saalon se mere sath kaam kar rahe hain hameshah infaradiyat ko mad e nazar rakhte hain, magar jab main logon k dekhta hunk e wo had se ziyadah saje sawre hain to mujhe acha nahi lagta",Neutral,309,67
Shayad is ki wajah ye ho ke mujhe mard hazraat ke libas mein sadgi pasand hai ya phir shayad main old fashion hun kyun ke mujhe acha nahi lagta jab larke dhoti shawalr ke sath jacket pehan len,Neutral,155,38
Main apni film ya show ke leye to ese kapre pehan sakta hun lekin is ke elawa kabhi nahi,Neutral,70,19
Mere khayal mein Delip Sahab ka dressing style zabardast tha aur MrBachan bhi kafi stylish hain magar in ke elawa aur koi bhi nahi jis ke fashion senses se mutasir hun,Neutral,137,31
"Question: Aap kharidari ke shoqeen hain?Shahrukh Khan: Main sirf London mein shopping karta hun kyun ke wahan shopping kara aasan hai, wahan 2, 3 brend outlet mere pasandidah hain aur unhein mere size ke bare mein aagahi hai",Neutral,187,38
"Question: Fashion ke mamle mein tanqid ka samna karna pare to?Shahrukh Khan: Esa kabhi nahi hota, han main aksar akhbar parhta rehta hunk e falan star ne is T shirt ke sath coat kyun pehnna? Aur koi jote aur dresses dobarah pehan leye wagherah wagherah",Neutral,208,45
Agar main chahon to saal ke 300 din 300 alag alag jote pehan sakta hun magar main esa nahi karta,Neutral,77,20
"Agar mujhe koi jeans ka shoe acha lagta hai to main ussi ke 2, 3 sets kharid leta hun, mujhe yehi pasand hai",Neutral,86,23
"Question: Aap ki wardrobe ki sab se sasti tareen cheiz kia hai?Shahrukh Khan: Mujhe jo pasand aaye wo kharid leta hun, magar mere wordrobe mein bohat si esi T shirts hain jo shayad dosre adakaron ke kapron se ziyadah sasti hon",Neutral,186,41
"Main qemat ke bare mein sawal nahi karta magar ye aksar pochta hunk e kahein ye dolne ke bad sukar to nahi jaye ga? Jis par log herani se hanste bhi hain, shayad ab wo zamana nahi raha jab kapre 1 bar dhulne ke bad sukar jaya karte the",Neutral,187,49
"Question: Koi esa libas jo aap kabhi pehanna nahi chahate?Shahrukh Khan: Main filmon ke leye har tarah ka costume pehan sakta hun, jese “Rab ne bana di jori” mein jo jeans pehanni pari thi wo mujhe bilkul pasand nahi thi magar shooting ke waqat main ne inkar nahi kiya tha",Neutral,223,50
"Mere khayal mein main kurta aur chori dar pajama kabhi nahi pehan sakta, is ke bajaye mujhe shalwar kamiz pehanna pasand hai",Neutral,103,22
"Hollywood nagri mein jin adakaron ne ghair mamoli shohrat hasil ki, un mein aik naam Angelina Jolie ka bhi hai",Neutral,91,20
Tekhe naqosh bari chamakdar aankhon aur surahidar gardan wali Angelina Jolie 4 June 1975 ko Los Angeles mein adakar John Voight ke ghar piada hoi,Neutral,121,25
Bachpan mein Angelina pabandi se apni maa ke sath films dekhne jati thein,Neutral,61,13
Jab wo 6 baras ki hoi to apni maa aur sotele bap ke sath New York aagayen,Neutral,57,17
Lekin 5 baras bad Angelina ne dobarah Los Angeles ka rukh kiya,Neutral,51,12
Is bar Angelina  ne adakari ke medan mein qadam rakhne ka fasla kiya,Neutral,55,14
Angelina ne baqaidah adakari sekhne ke leye aik institue mein dakhla le liya jahan wo do sal tak adakari ki tarbiyat lene ke sath mukhtalif stage dramon mein bhi hissa leti rahein,Neutral,148,32
14 baras ki umar tak pohanchne ke bad Angelina adakari ki tarbiyat adhori chor kar murdon ki akhri rasomaat ada karne ke kaam (funeral direction) mein dilchaspi lene lagen,Neutral,143,29
Us dor mein wo ziyadah tar siyah libas hi mein malbos nazar aati thein,Neutral,57,14
Is ke bad Jolie Beverly Hills High School se taleem mukamal karne ke bad dobara adakari ki tarbiyat ki tataf mutawaja ho gayein,Neutral,105,23
"Screen par un ke career ka aghaz 1982 mein film ""lookin to get out"" mein apne walid John Voight ke sath mukhtasir kirdar ke sath howa",Neutral,108,26
"Is ke bad wo apne bhai ke school ke ""television cinema"" ke leye banai gai 5 filmon mein kaam karne ke sath sath chand gaon ki videoes meim bhi nazar ayen",Neutral,123,31
"Adakari  mein  Angelina Jolie ke career ka baqaidah aghaz 1993 mein kaam bagudet ki science faction video film ""Cyborg 2"" se howa",Neutral,106,24
"1999 mein film ""Girl interupted"" mein behtareen performance par unhein Acadmy Awarad se nawaza gaya",Neutral,85,15
"Jab ke filmi career mein unhein aik Academy, 2  Screen  Guild aur 3 Golden Globe award hasil kiye",Neutral,78,20
2009 mein Forbes nami jaride ne unhein sab se ziyadah mawza lene wali adakara qarar diya,Neutral,73,16
Unhein kai jaridon mein purkashish aur khubsorat tareen khawateen mein sarefehrist rakha,Neutral,77,12
May 2000 mein Jolie ne adakar Billy Bob Thronton se shadi kar li,Neutral,52,13
2005 mein un ke taluqat adalar Brad Pitt ke sath qaim howe jo abhi tak barqarar hain,Neutral,68,17
"Bad mein Waheed Murad aur Parvaiz Malik, Mosiqar Sohail Rana aur geet Nigar Masroor Anwar ki aik aysi team tayar hogae jis nay industry kop e der pe kamyab filmein dein lakin iss se pehley Waheed Murad nay mokhtalif hadayat karon key sath mil kam keya jin mein Qadeer Gori, Shouker Hashmi, SM Yousuf aur Hasan Tariq shamil thet",Neutral,269,59
"Apni zati company film arts ke bainer taley 1966 mein Waheed Murad nay ""Arman"" banae iss ki kahani unhon ne khud shochi thi Hero bhi khud they aur produser bhi, director un ke dost Parvaiz Malik they Nagma nigar Masroor Anwar aur mosiqar Sohail Rana aur yahi charon film arts nami company key buyadi satoon they",Neutral,256,56
"Yeh woh zamana tha jab Arman key bad Dauraha, Ahsan, Dewar Bhabi aur Dil Mera Dharken Teri kamyabi key jhandey gar chuki thein aur Hero number wan key tour par Waheed Murad ka maqam mateen ho chukka tha",Neutral,165,38
Parvaiz Malik nay apni alehda film sazi shuroo ker di aur Waheed Murad ki jaga Dhaka se aney waley naey Adakar Nadeem ko cast kerna shuroo ker deya,Neutral,120,28
Apne opretion se aik din pehle Waheed Murad ne apnay betay ki salgira (birth day) manae usey bohot se tohfey (gift) deye aur raat soney ke liyeh apni munh boli behan Mumtaz Ayoub ke ghar chaley gaye yeh 23 November 1983 ka din tha,Neutral,187,44
Woh shuhrat amm ki shama aur baqe dawam ka lebada liye ker Nadeem Shahid aur Javed Sheikh ki talash nikal chuki thai,Neutral,95,22
Johnny Depp ka shumar Hollywood ke un artists mein hota hai  jin ka naam he box office par kamiyabi ki zamant samjha jata hai,Neutral,101,25
In ki films sirf America mei he ab tak 3 Arab 10 Crore Dollars  jab ke duniya bhar mein 7 Arab 60 Crore Dollars ka business kar chuki hain,Neutral,109,30
In mein se Pirates of the Caribbean series ki films ne global box office par 3 Arab Dollars se zaiyd Ales In Wonderland ne 1 arab dollar Charlie and the Chocolate Factory ne 47 crore 40 lac dollar aur The Tourist ne 27 crore 80 lac dollar kamae,Neutral,197,48
2012 mein Guinness World record ne inhe sab se ziyada muaawza 7 crore 50 lac dollar wasool karne wala actor qarar diya tha,Neutral,100,23
Hollywood walk of Fame mein in ka naam star ki shakal mein maujood hai,Neutral,57,14
Johnny Depp 9th June 1963 ko American estate Kentucky ke shehar Owensboro mein paida hue  in ka naam John Kristopher Depp 2 rakha gaya tha,Neutral,113,26
Apne showbiz career ki shuruwaat mein inho ne chand chote motey role karne ke bad 1984 mein pehli bar film Nightmare On Elm Street mein aik aeham role adaa kiya  jis ke bad inho ne acting ke israar o ramooz seekhne ke liye acting class mein dakhla le liya,Neutral,206,50
Inho ne pey dar pey kae kamiyab films mein kaam kiya aur ben ul aqwami shohrat paai,Neutral,67,17
in ki numayan films mein Pirates of the Caribbean series ke ilawa Nightmare on Elm Street  Edward Scissor hands  Sleepy Hollow  Alice in Wonderland  Charlie and The Chocolate Factory  The Tourist  Donnie Brasco  Fear and Loathing in Las Vegas  Public Enemies  Sweeney Todd  The Rum Diary  The Lone Ranger waghera shamil hain,Neutral,262,63
Johnny Depp aik garage mein qaiym musical band The Kids mein bataur Guitarist shamil ho gae,Neutral,76,16
Johnny Depp ne apni azdawaji o romani zindagi mein bhi kae nasheb o faraz dekhe,Neutral,65,15
Inho ne pehli shadi 20 baras ki umer mein 25 sala make up artist Lorry Alison se ki thi,Neutral,69,19
Jis ke bad actress Shoreline Fan  Jennifer Gray  Vienna Rider aur Kate Moss ke sath bhi in ke muaashqe chale,Neutral,87,22
1999 mein Depp ne Francis actress Vanessa Parades ke sath dating shuru ki,Neutral,61,13
Jo in ke 2 bachon ki Maa bhi hain  lekin 2012 mein in se bhi alehdgi ho gai  agle he saal Depp ne actress Amber Heard se mangni kar li  jo tahaal barqarar hai,Neutral,122,37
Tahum qabil e tareef baat yeh hai ke tamam tar zaati masaiyl ke bawajood Johnny Depp ne apne career par in ka koi negative asar parhne na diya aur mushkilaat ki chakki mein musalsal pisne ke bawajood wo filmy duniya mein kamiyabi ka zeena mutawatir charhte rahe  yahan tak ke Baam urooj par ja pohanche,Neutral,247,56
Johnny Depp in dino bhi kae aeham films mein kaam kar rahe hain  jo agle 2  3 saal ke dauran release ki jaengi,Neutral,86,25
In mein Alice in Wonderland ka sequel bhi shamil hai  jo May 2016 mein numaiysh ke liye pesh kiya jaega,Neutral,83,21
Is ke ilawa Johnny Depp jin numayan films mein jalwagar honge  in mein director Scott Copper ki Black Mass aur The Thin Man ka remake bhi shamil hain  jab ke maddah inhe Pirates of The Caribbean series ki 5th film Dead Man Tell no Tells mein bhi apne fun ka loha manwate hue dekh paenge,Neutral,230,57
Azeem Pakistani qawwal  mauseeqar aur Singer Nusrat Fateh Ali Khan 13 October 1948 ke roz Faisalabad mein peyda hue,Neutral,96,20
Ap ke walid Fateh Ali Khan aur Chacha Mubarak Ali Khan apne waqt ke mashoor qawwal the,Neutral,70,17
In ke khandan ne qiyam Pakistan ke waqt Mashraqi Punjab ke zila Jhalandar se hijrat kar ke Faislabad mein sakonat ikhteyar kit hi,Neutral,107,23
In ki mashoor qawali   Ali Maula Ali   inhe dinon ki yadgaar hai,Neutral,51,16
Is mashoor qawwali ke manzar-e-aam mein aane se pehle wo America mein Brooklyn Academy of Music ke Next View Festival mein apne fun ke johar dikha chuke the,Neutral,129,28
Lekin   Dam Mast Qalandar Mast Mast   ki release ke bad unhe University of Washington mein mauseeqi ki tadrees ki dawat di gai,Neutral,103,26
Maghrib ke ilawa Nusrat Fateh Ali Khan ne Bharat mein bhi kae filmon ki mauseeqi di,Neutral,68,16
Kae filmon mein un ke gane istemaal kiye gae aur aaj tak kiye ja rahe hain,Neutral,59,16
Genius Book of World Records ke mutabiq duniya bhar mein qawwali ke sab se ziyada album Nusrat Fateh Ali Khan ne ( 125 ) release kiye gae,Neutral,111,27
Yeh wo waqt tha ke Pakistan mein ziyada log in ke naam se aashna nahi the,Neutral,58,16
Tahum 90 ki dehai mein aik qawwali   Dam Mast Qalandar   pore Pakistan mein in ki pehchan ban gai,Neutral,78,22
Us waqt tak maghrib ke mauseeqar Nusrat Fateh Ali Khan ke kaam se aashna ho chuke the aur in mein kae bohat mutassir the,Neutral,97,24
Jis ke bad maghrib mein bhi wo kisi tarruf ke mohtaj nahi rahe  lekin maghrib mein mauseeqaron ne qawali mein jiddat mutarif karwane ke liye nae saaz shamil kiye,Neutral,132,30
Yun to Hollywood mein bohat se kamiyab directors  producers aur story writer guzre hain  lekin in mein aik naam aisa bhi hai  jo kamiyabi ki zamanat samjha jata hai aur wo naam hai Steven Spielberg ka&  jin ki films ka intezar duniya bhar ke shaiqeen ko shiddat se rehta hai,Neutral,221,54
Steven Spielberg 18th December 1946 ko America estate Ohayo ke City Sonsonate mein paida hue,Neutral,78,15
Film industry mein in ka career ka aaghaz zamana e talib e ilmi se he ho gaya tha to ghalat na hoga,Neutral,78,22
Waldain alehdgi ho jane ke bad Steven ne California ka rukh kia aur wahan Arcade ya High School mein admission le liya,Neutral,97,22
Jis ki wajah se inhe deegar bachon ke sath ziyada khul kar milne ki aadat nahi thi,Neutral,66,17
Agar dekha jae to in ki amli zindagi ka sahi maeyno mein aaghaz us waqt hua  jab inho ne Universal studios mein bila muaawza week mein 7 days bataur internee kaam shuru kia,Neutral,139,34
Usi dauran 1968 mein in ki pehli mukhtasir dauraniye ki film Amblin cinema ki zeenat bani,Neutral,74,16
1969 se 1975 ke dauran inho ne TV ke liye kae programs ki direction ki,Neutral,56,15
Steven Spielberg ke career ki sahi maeyno mein shuruwaat film Jazz se hui,Neutral,61,13
Is film ne box office par shandar kamiyabi hasil ki aur us film ne 47 crore dollar kamae,Neutral,71,18
Tahum is ke bad Spielberg ne Jazz ka sequel ya King Kong aur Superman jaisi films banane ki offers mustarid kar den,Neutral,94,22
Ab inho ne bachpan ki apni khuwahish pori karne ke liye Urhan Tashtariyon ke barey mein aik film Close Encounter of Third Kind banane ka faisla kar liya,Neutral,125,28
Is ke ilawa inho ne is film ki badaulat 6 deegar awards bhi hasil kiye,Neutral,56,15
Jin mein academy award films Sewing Private Ryan aur Chandlers List bhi shamil hain,Neutral,70,14
Jis ke liye inho ne Star Wars series ke khaliq George Locus se rabta kiya aur in ki film ke hero Harrison Ford ko le kar famous zamana adventure film Readers of the lost arc banai,Neutral,144,36
Yeh film itni kamiyab hui ke is ke sequel banane ka silsila aaj bhi jari hai aur is series ki 5 films numaiysh ke liye nominate kiya gaya,Neutral,110,28
ET bhi Spielberg ke career mein be had aehmiyat ki hamil film hai,Neutral,53,13
In ki deegar numayan fims mein Jurassic Park  Lincoln  War Horse  Catch me if u can  The Adventures of Tin Tin waghera shamil hain,Neutral,103,28
Steven Spielberg ki zaati zindagi bhi Hollywood se wabasta deegar celebrities jaisi he hai,Neutral,77,14
